1.300000e+02,132,3.100000e+01,1.150000e+02
1.300870e+02,1.322095e+02,3.084896e+01,1.144396e+02
1.300029e+02,1.318957e+02,3.105954e+01,1.152178e+02
1.294867e+02,1.321706e+02,3.083543e+01,1.143887e+02
1.291606e+02,1.309066e+02,3.102350e+01,1.150866e+02
1.291027e+02,1.310692e+02,3.046146e+01,1.129898e+02
1.292605e+02,1.290927e+02,3.057968e+01,1.134382e+02
1.295937e+02,1.274709e+02,3.045041e+01,1.129577e+02
1.287377e+02,1.273361e+02,3.064312e+01,1.136753e+02
1.282527e+02,1.262441e+02,3.102217e+01,1.150680e+02
1.280187e+02,1.267229e+02,3.068006e+01,1.138097e+02
1.276447e+02,1.276450e+02,3.043896e+01,1.129184e+02
1.272909e+02,1.276268e+02,3.038187e+01,1.127058e+02
1.270495e+02,1.276366e+02,3.057545e+01,1.134243e+02
1.263148e+02,1.262267e+02,3.101415e+01,1.150483e+02
1.259755e+02,1.259487e+02,3.085145e+01,1.144452e+02
1.257735e+02,1.252482e+02,3.052785e+01,1.132347e+02
1.254231e+02,1.238738e+02,3.040632e+01,1.127976e+02
1.246636e+02,1.219350e+02,3.116848e+01,1.156134e+02
1.246400e+02,1.226991e+02,3.030130e+01,1.123990e+02
1.244470e+02,1.219125e+02,2.983647e+01,1.106770e+02
1.246420e+02,1.227251e+02,2.964714e+01,1.099451e+02
1.251289e+02,1.234082e+02,2.953293e+01,1.095436e+02
1.237054e+02,1.225015e+02,3.014208e+01,1.118163e+02
1.242019e+02,1.231669e+02,2.929674e+01,1.086790e+02
1.243938e+02,1.228989e+02,2.955687e+01,1.096397e+02
1.239707e+02,1.221713e+02,2.936197e+01,1.089207e+02
1.240673e+02,1.212633e+02,2.966644e+01,1.100277e+02
1.241967e+02,1.196687e+02,2.937947e+01,1.089697e+02
1.231703e+02,1.181264e+02,2.938386e+01,1.089971e+02
1.244317e+02,1.178541e+02,2.934871e+01,1.088742e+02
1.233529e+02,1.167150e+02,2.964612e+01,1.099407e+02
1.227747e+02,1.169711e+02,3.008247e+01,1.115451e+02
1.225705e+02,1.166912e+02,3.007560e+01,1.115577e+02
1.225814e+02,1.167755e+02,2.972780e+01,1.102656e+02
1.221122e+02,1.165564e+02,3.005512e+01,1.114867e+02
1.222998e+02,1.177330e+02,2.947900e+01,1.093522e+02
1.219841e+02,1.166453e+02,2.998445e+01,1.112197e+02
1.213964e+02,1.153659e+02,2.950159e+01,1.094413e+02
1.216693e+02,1.137487e+02,2.997795e+01,1.111920e+02
1.214757e+02,1.139459e+02,2.941464e+01,1.091047e+02
1.218672e+02,1.138914e+02,2.861197e+01,1.061269e+02
1.211655e+02,1.138462e+02,2.888882e+01,1.071483e+02
1.214355e+02,1.141550e+02,2.889188e+01,1.071478e+02
1.215254e+02,1.146024e+02,2.863042e+01,1.061671e+02
1.217296e+02,1.145939e+02,2.838879e+01,1.052834e+02
1.215645e+02,1.151196e+02,2.846640e+01,1.055671e+02
1.222640e+02,1.149131e+02,2.782297e+01,1.031759e+02
1.221929e+02,1.133126e+02,2.819263e+01,1.045523e+02
