400,5.000000e+01,40,5.000000e+01
3.975975e+02,4.815163e+01,4.001515e+01,5.001893e+01
3.970018e+02,4.537379e+01,4.168805e+01,5.211006e+01
3.995066e+02,5.064844e+01,3.997674e+01,4.997070e+01
4.026701e+02,5.688315e+01,4.134402e+01,5.167913e+01
4.068004e+02,5.990872e+01,4.179694e+01,5.224568e+01
4.140613e+02,6.047183e+01,3.993987e+01,4.992459e+01
4.159766e+02,5.960335e+01,3.990180e+01,4.987720e+01
4.186918e+02,5.665709e+01,4.284299e+01,5.355308e+01
4.244886e+02,5.608356e+01,4.084597e+01,5.105542e+01
4.256169e+02,6.076934e+01,3.887351e+01,4.859189e+01
4.279479e+02,6.431108e+01,4.089310e+01,5.111591e+01
4.261112e+02,6.848753e+01,4.299926e+01,5.374175e+01
4.291561e+02,6.981656e+01,4.210637e+01,5.262465e+01
4.284407e+02,6.870905e+01,4.235202e+01,5.292974e+01
4.287902e+02,7.364483e+01,4.206926e+01,5.257555e+01
4.348643e+02,8.228754e+01,4.129684e+01,5.160770e+01
4.419941e+02,8.704739e+01,4.421710e+01,5.526000e+01
4.518504e+02,8.392160e+01,4.641906e+01,5.800726e+01
4.687362e+02,8.260391e+01,4.048594e+01,5.059962e+01
4.725955e+02,7.130959e+01,4.520805e+01,5.650793e+01
4.771429e+02,7.478682e+01,4.526336e+01,5.655638e+01
4.800705e+02,7.856061e+01,4.444659e+01,5.555124e+01
4.831691e+02,7.580040e+01,4.775766e+01,5.969689e+01
4.858947e+02,8.515548e+01,4.385341e+01,5.481378e+01
4.833703e+02,8.122742e+01,4.873782e+01,6.092217e+01
4.797841e+02,8.680855e+01,4.632267e+01,5.790035e+01
4.755828e+02,9.363539e+01,4.542263e+01,5.677809e+01
4.730665e+02,9.435377e+01,4.591622e+01,5.739342e+01
4.756852e+02,9.225117e+01,4.689022e+01,5.860999e+01
4.751018e+02,8.448611e+01,4.558900e+01,5.698151e+01
4.717273e+02,8.147227e+01,4.891135e+01,6.112973e+01
4.643639e+02,8.495738e+01,4.865457e+01,6.081782e+01
4.573510e+02,9.597591e+01,4.683985e+01,5.854395e+01
4.490907e+02,1.070754e+02,4.868388e+01,6.085484e+01
4.453232e+02,1.038901e+02,4.871054e+01,6.088192e+01
4.451264e+02,9.434997e+01,4.877787e+01,6.094666e+01
4.417794e+02,8.925277e+01,4.722824e+01,5.903059e+01
4.361302e+02,8.906447e+01,4.993190e+01,6.241478e+01
4.394995e+02,9.665179e+01,4.675710e+01,5.843727e+01
4.444660e+02,9.567357e+01,4.647199e+01,5.808464e+01
4.508626e+02,9.106611e+01,4.789819e+01,5.986163e+01
4.556720e+02,8.682263e+01,4.918831e+01,6.146888e+01
4.629351e+02,8.384801e+01,4.740631e+01,5.923433e+01
4.638652e+02,7.836790e+01,5.170201e+01,6.461961e+01
4.690530e+02,7.893603e+01,4.680889e+01,5.850751e+01
4.678099e+02,8.244103e+01,4.756532e+01,5.943889e+01
4.657275e+02,8.808828e+01,4.514699e+01,5.643181e+01
4.561866e+02,8.032239e+01,5.067656e+01,6.331780e+01
4.515929e+02,7.041593e+01,5.116662e+01,6.392489e+01
4.433739e+02,6.370174e+01,5.212535e+01,6.512390e+01
4.387426e+02,6.716519e+01,5.034102e+01,6.291303e+01
4.372645e+02,7.990635e+01,4.942776e+01,6.175728e+01
4.362606e+02,8.209570e+01,5.114428e+01,6.391352e+01
4.397918e+02,7.565283e+01,5.143333e+01,6.428038e+01
4.459800e+02,7.089265e+01,5.079916e+01,6.347691e+01
4.548534e+02,6.274994e+01,5.021120e+01,6.273094e+01
4.565477e+02,7.413223e+01,4.985030e+01,6.227758e+01
4.615763e+02,7.762559e+01,5.082040e+01,6.349181e+01
4.659367e+02,7.981126e+01,5.175987e+01,6.468371e+01
4.444436e+02,6.744344e+01,5.167053e+01,6.456943e+01
4.362439e+02,5.730139e+01,4.977813e+01,6.220962e+01
3.971546e+02,4.825841e+01,5.533387e+01,6.911981e+01
3.863166e+02,4.616718e+01,4.734903e+01,5.914150e+01
3.801306e+02,5.792721e+01,3.538538e+01,4.422293e+01
3.667714e+02,6.094129e+01,3.565593e+01,4.456056e+01
3.419298e+02,4.080230e+01,5.763291e+01,7.201430e+01
3.229341e+02,4.512801e+01,5.249127e+01,6.559509e+01
3.072377e+02,5.184659e+01,4.566495e+01,5.705335e+01
3.040552e+02,5.497498e+01,4.439741e+01,5.548625e+01
2.931532e+02,5.374284e+01,4.446983e+01,5.554985e+01
2.936631e+02,5.033097e+01,4.305661e+01,5.380561e+01
